IDCLIENTE;MES;VLVENDA;QTVENDA;QTPARCELAS;QTESTABEL
13726;2020-08;13082,09951;359;360;1
13726;2020-09;11121,11591;311;312;1
13726;2020-10;13160,46631;376;378;1
13726;2020-11;11147,50911;301;301;1
13726;2020-12;11416,64896;286;286;1
13726;2021-01;11672,35515;332;333;1
13726;2021-02;10790,33172;277;278;1
13726;2021-03;11222,30112;278;278;1
13726;2021-04;13378,09917;333;334;1
13726;2021-05;10901,72952;290;290;1
13726;2021-06;11236,82603;397;398;1
13727;2019-01;1791,841582;26;27;1
13727;2019-02;4309,651315;27;42;1
13727;2019-03;4471,685707;22;31;1
13727;2019-04;10176,87995;40;98;1
13727;2019-05;3645,773816;41;49;1
13727;2019-06;2110,377249;29;33;1
13727;2019-07;1847,752138;22;29;1
13727;2019-08;4992,358795;37;52;1
13727;2019-09;8194,421031;46;69;1
13727;2019-10;4047,866312;27;32;1
13727;2019-11;2985,372621;32;39;1
13727;2019-12;5056,815265;45;59;1
13727;2020-01;3404,643852;25;30;1
13727;2020-02;4218,22452;28;40;1
13727;2020-03;3058,529507;18;31;1
13727;2020-04;3344,397572;32;37;1
13727;2020-05;2671,443057;46;46;1
13727;2020-06;4865,985488;43;51;1
13727;2020-07;3276,464798;39;41;1
13727;2020-08;3133,694925;41;41;1
13727;2020-09;1179,625823;17;22;1
13727;2020-10;1641,732844;9;13;1
13727;2020-11;5037,067927;22;34;1
13727;2020-12;1704,451162;16;16;1
13727;2021-01;2045,225518;22;23;1
13727;2021-02;2014,904422;16;18;1
13727;2021-03;1280,438639;3;3;1
13727;2021-04;222,0971998;2;3;1
13727;2021-05;3343,045676;14;18;1
13727;2021-06;3214,229301;16;20;1
13728;2019-04;89,63847392;2;2;1
13728;2019-05;273,9356706;8;8;1
13728;2019-06;326,0365854;9;9;1
13728;2019-07;1186,229192;26;26;1
13728;2019-08;2199,571827;56;56;1
13728;2019-09;2937,38467;65;65;1
13728;2019-10;3595,27824;79;79;1
13728;2019-11;2325,124389;53;53;1
13728;2019-12;2521,553596;44;44;1
13728;2020-01;2238,669525;49;49;1
13728;2020-02;2044,673208;51;51;1
13728;2020-03;1926,34826;47;47;1
13728;2020-04;911,910438;13;13;1
13728;2020-05;668,1565035;11;11;1
13728;2020-06;508,6284422;10;10;1
13728;2020-07;464,1953782;8;8;1
13728;2020-08;869,5379931;15;15;1
13728;2020-09;158,4545003;2;2;1
13728;2020-10;60,66005292;2;2;1
13728;2020-11;35,21743179;1;1;1
13728;2020-12;21,31674893;1;1;1
13736;2019-04;258,5853929;1;2;1
13736;2019-05;161,8841127;1;2;1
13736;2019-06;234,04124;1;1;1
13736;2019-07;1335,711581;4;8;1
13736;2019-08;1058,885725;4;7;1
13736;2019-09;1251,61768;3;6;1
13736;2019-10;1822,839251;5;9;1
13736;2019-11;2378,206372;5;11;1
13736;2019-12;3222,526575;8;16;1
13736;2020-01;1669,190171;5;7;1
13736;2020-02;1310,897845;3;7;1
13736;2020-03;963,7268365;2;5;1
13736;2020-04;35,54207942;0;0;1
13736;2020-05;196,7555868;1;1;1
13736;2020-06;373,6612576;2;3;1
13736;2020-07;1360,926339;4;7;1
13736;2020-08;892,8438593;4;6;1
13736;2020-09;1958,167395;4;8;1
13736;2020-10;2166,591513;7;12;1
13736;2020-11;1983,636983;7;12;1
13736;2020-12;5993,896746;13;23;1
13736;2021-01;2876,00203;7;13;1
13736;2021-02;3217,122837;11;17;1
13736;2021-03;1353,133906;3;4;1
13736;2021-04;0;0;0;0
13739;2019-04;983,6304626;8;11;1
13739;2019-05;1639,75565;12;17;1
13739;2019-06;1829,916063;14;21;1
13739;2019-07;2773,526416;12;17;1
13739;2019-08;1531,559353;14;18;1
13739;2019-09;1150,826265;10;14;1
13739;2019-10;2552,827958;20;26;1
13739;2019-11;1622,074122;11;13;1
13739;2019-12;4085,837868;33;46;1
13739;2020-01;96,2711901;2;2;1
13739;2020-02;12,97866956;0;0;1
13739;2020-03;762,9014659;4;5;1
13740;2019-04;34835,15145;1439;1441;1
13740;2019-05;52441,25019;2011;2011;1
13740;2019-06;39198,01987;1514;1514;1
13740;2019-07;1967,953669;85;85;1
13740;2019-08;82,72359668;4;4;1
13740;2019-09;20363,70802;706;706;1
13740;2019-10;50882,53883;1750;1750;1
13740;2019-11;52814,56878;1984;1984;1
13740;2019-12;63695,27872;2042;2042;1
13740;2020-01;50642,93931;1965;1965;1
13740;2020-02;64878,20454;2249;2249;1
13740;2020-03;90344,70159;2903;2903;1
13740;2020-04;89202,21922;2905;2905;1
13740;2020-05;100089,8438;3184;3189;1
13740;2020-06;84377,09624;2541;2544;1
13740;2020-07;72637,69232;2087;2089;1
13740;2020-08;107815,6947;2926;2926;1
13740;2020-09;105616,3167;2813;2813;1
13740;2020-10;76252,89716;1981;1981;1
13740;2020-11;72748,36259;1911;1911;1
13740;2020-12;88472,7606;2042;2042;1
13740;2021-01;68419,23906;1790;1790;1
13740;2021-02;54893,6609;1439;1441;1
13740;2021-03;86090,63073;1997;2001;1
13740;2021-04;84481,87826;2091;2092;1
13740;2021-05;113407,3525;2710;2712;1
13740;2021-06;74495,04774;1676;1678;1
13745;2019-04;22303,04552;321;332;1
13745;2019-05;48984,15005;718;756;1
13745;2019-06;50462,44671;669;713;1
13745;2019-07;80765,77213;846;907;1
13745;2019-08;58184,26867;834;882;1
13745;2019-09;56115,19262;701;730;1
13745;2019-10;55520,33412;820;882;1
13745;2019-11;72474,90758;903;964;1
13745;2019-12;64802,86457;842;890;1
13745;2020-01;68873,95336;832;867;1
13745;2020-02;50073,61777;675;731;1
13745;2020-03;40793,92195;505;528;1
13745;2020-04;34632,60106;460;481;1
13745;2020-05;31022,79724;505;528;1
13745;2020-06;73573,87479;1102;1182;1
13745;2020-07;76770,83131;1345;1408;1
13745;2020-08;72736,4545;1091;1159;1
13745;2020-09;64443,69559;1052;1105;1
13745;2020-10;59072,28373;939;972;1
13745;2020-11;64468,72334;885;935;1
13745;2020-12;75508,79656;1051;1113;1
13745;2021-01;66979,08982;949;1019;1
13745;2021-02;64802,03492;1023;1070;1
13745;2021-03;60886,64364;1004;1054;1
13745;2021-04;61454,74595;1032;1101;1
13745;2021-05;71999,46326;1156;1235;1
13745;2021-06;67436,17124;1056;1123;1
13746;2019-04;526,1977824;35;35;1
13746;2019-05;342,8253625;22;22;1
13746;2019-06;167,5232561;11;11;1
13746;2019-07;8,2591279;1;1;1
13746;2019-08;1,882898341;0;0;1
13746;2019-09;23,48190768;1;1;1
13750;2019-04;10091,09958;113;125;1
13750;2019-05;29388,5659;258;309;1
13750;2019-06;32059,54194;329;343;1
13750;2019-07;33856,97012;318;347;1
13750;2019-08;29122,25125;277;314;1
13750;2019-09;22034,43381;256;272;1
13750;2019-10;36557,47453;300;352;1
13750;2019-11;52379,75272;359;468;1
13750;2019-12;81537,63935;681;842;1
13750;2020-01;21064,80687;122;150;1
13750;2020-02;32704,58042;207;261;1
13750;2020-03;12806,36819;91;115;1
13750;2020-05;2396,943738;12;22;1
13750;2020-06;9936,746697;63;85;1
13750;2020-07;25927,03465;182;213;1
13750;2020-08;29733,28735;207;246;1
13750;2020-09;31039,00092;190;233;1
13750;2020-10;30469,40521;197;234;1
13750;2020-11;30006,49196;166;201;1
13750;2020-12;71945,89373;443;531;1
13750;2021-01;9239,02691;49;63;1
13750;2021-02;5551,33512;32;41;1
13750;2021-03;1271,286166;3;6;1
13750;2021-04;3049,699859;18;28;1
13750;2021-05;8771,494254;48;76;1
13750;2021-06;13552,18344;64;88;1
13753;2019-04;1792,3716;8;10;1
13753;2019-05;2564,495876;14;17;1
13753;2019-06;1308,925895;10;12;1
13753;2019-07;28,85965535;1;1;1
13753;2019-08;28,15976223;0;0;1
13753;2019-09;208,4369196;0;1;1
13753;2019-10;141,7283567;0;0;1
13753;2019-11;35,21337257;0;0;1
13755;2019-04;83135,95452;2813;2813;1
13755;2019-05;136529,5078;4775;4775;1
13755;2019-06;145634,5932;5076;5076;1
13755;2019-07;127851,2926;4549;4549;1
13755;2019-08;128927,8136;4638;4638;1
13755;2019-09;140039,6335;4876;4876;1
13755;2019-10;147516,0262;5247;5247;1
13755;2019-11;142741,748;4952;4952;1
13755;2019-12;138114,5611;4803;4803;1
13755;2020-01;153582,9443;5434;5434;1
13755;2020-02;153809,881;5316;5316;1
13755;2020-03;100347,4309;3464;3464;1
13755;2020-04;10789,43473;311;311;1
13755;2020-05;105937,6171;3108;3108;1
13755;2020-06;90448,63133;2808;2808;1
13755;2020-07;105026,9375;3249;3249;1
13755;2020-08;111810,3726;3444;3444;1
13755;2020-09;123326,1684;3913;3913;1
13755;2020-10;138175,8106;4548;4548;1
13755;2020-11;134781,7835;4396;4396;1
13755;2020-12;138359,0129;4277;4277;1
13755;2021-01;145955,3041;4429;4429;1
13755;2021-02;137511,1622;4451;4451;1
13755;2021-03;63042,97313;1856;1856;1
13755;2021-04;106878,9926;3171;3171;1
13755;2021-05;144148,7289;4497;4498;1
13755;2021-06;133218,2351;4054;4054;1
13760;2019-04;2838,984988;10;45;1
13760;2019-05;7293,972678;32;96;1
13760;2019-06;3375,761736;21;39;1
13760;2019-07;11951,22407;36;105;1
13760;2019-08;4135,87132;29;65;1
13760;2019-09;7769,648932;39;91;1
13760;2019-10;11431,14056;39;115;1
13760;2019-11;4817,863033;28;53;1
13760;2019-12;3350,397738;16;34;1
13760;2020-01;14378,53435;58;135;1
13760;2020-02;4257,424026;26;62;1
13760;2020-03;8714,680699;31;136;1
13760;2020-04;507,4582347;3;3;1
13760;2020-08;4483,998269;39;75;1
13760;2020-09;4452,540428;41;49;1
13760;2020-10;6519,114698;49;75;1
13760;2020-11;10008,97391;50;154;1
13760;2020-12;2460,388828;18;36;1
13760;2021-01;3399,099855;37;37;1
13760;2021-02;3512,386976;19;55;1
13760;2021-03;2572,541458;10;45;1
13760;2021-04;3798,16549;13;57;1
13760;2021-05;5230,16981;24;76;1
13760;2021-06;4865,511693;16;57;1
13766;2019-04;13769,96539;618;618;1
13766;2019-05;28751,24795;1270;1270;1
13766;2019-06;31632,53222;1280;1280;1
13766;2019-07;28513,20002;1209;1209;1
13766;2019-08;41855,91815;1747;1747;1
13766;2019-09;36555,47447;1551;1551;1
13766;2019-10;38571,88213;1660;1660;1
13766;2019-11;36262,18347;1518;1518;1
13766;2019-12;37557,52594;1431;1431;1
13766;2020-01;34275,19891;1461;1461;1
13766;2020-02;34635,51076;1450;1450;1
13766;2020-03;36511,33983;1515;1515;1
13766;2020-04;35457,10723;1448;1448;1
13766;2020-05;32229,39664;1332;1332;1
13766;2020-06;39559,8914;1544;1544;1
13766;2020-07;41097,26944;1658;1658;1
13766;2020-08;38596,58414;1562;1562;1
13766;2020-09;37675,51739;1531;1531;1
13766;2020-10;40677,66279;1648;1648;1
13766;2020-11;35487,33497;1477;1477;1
13766;2020-12;46867,67086;1592;1592;1
13766;2021-01;40628,96372;1615;1615;1
13766;2021-02;42186,88523;1639;1639;1
13766;2021-03;49943,41672;1954;1954;1
13766;2021-04;50592,01366;1824;1824;1
13766;2021-05;51127,89565;1864;1864;1
13766;2021-06;57128,23442;1997;1997;1
13767;2019-04;18241,85495;208;299;1
13767;2019-05;30661,45218;324;461;1
13767;2019-06;30833,39384;317;472;1
13767;2019-07;43305,0946;466;636;1
13767;2019-08;36232,01832;394;533;1
13767;2019-09;33062,84408;373;511;1
13767;2019-10;36340,67551;411;559;1
13767;2019-11;36155,00645;368;507;1
13767;2019-12;57204,22203;608;777;1
13767;2020-01;21144,16392;279;360;1
13767;2020-02;27291,8184;329;419;1
13767;2020-03;16466,37297;173;242;1
13767;2020-04;11988,04029;80;121;1
13767;2020-05;29552,80272;224;308;1
13767;2020-06;28652,55502;223;320;1
13767;2020-07;19873,14674;177;257;1
13767;2020-08;27023,38941;300;376;1
13767;2020-09;26932,31021;296;372;1
13767;2020-10;30879,31665;311;418;1
13767;2020-11;18931,05552;172;252;1
13767;2020-12;38173,27359;369;484;1
13767;2021-01;12617,18891;159;194;1
13767;2021-02;11348,02595;112;146;1
13767;2021-03;17663,82095;164;229;1
13767;2021-04;12309,33305;122;158;1
13767;2021-05;20777,98671;221;290;1
13767;2021-06;17925,82817;164;221;1
13770;2019-01;82779,89482;189;398;1
13770;2019-02;143060,2825;422;633;1
13770;2019-03;109921,8025;410;547;1
13770;2019-04;145273,5866;449;684;2
13770;2019-05;170344,2024;421;631;2
13770;2019-06;144180,3543;369;617;2
13770;2019-07;195049,7638;506;809;2
13770;2019-08;191378,0739;483;739;2
13770;2019-09;158525,6025;423;596;2
13770;2019-10;180933,4797;489;746;2
13770;2019-11;147628,9869;424;626;2
13770;2019-12;196216,7762;542;791;2
13770;2020-01;188937,7059;556;794;2
13770;2020-02;163752,9935;503;700;2
13770;2020-03;186550,6584;433;670;2
13770;2020-04;220797,9997;598;872;2
13770;2020-05;260210,0251;655;971;2
13770;2020-06;256733,042;742;1060;2
13770;2020-07;302713,3669;831;1094;2
13770;2020-08;321917,5481;779;1074;2
13770;2020-09;357562,728;733;1020;2
13770;2020-10;360240,2637;791;1168;2
13770;2020-11;355149,3674;762;1027;2
13770;2020-12;357171,7651;867;1174;2
13770;2021-01;299312,4762;699;919;2
13770;2021-02;215518,9596;465;616;2
13770;2021-03;293757,7374;579;797;2
13770;2021-04;323880,8027;685;952;2
13770;2021-05;279960,0403;652;910;2
13770;2021-06;326760,3866;711;1036;2
13776;2019-01;3384,912213;16;29;1
13776;2019-02;3667,324436;15;32;1
13776;2019-03;2065,946271;16;18;1
13776;2019-04;2526,479917;13;15;1
13776;2019-05;1633,956432;9;16;1
13776;2019-06;1692,355245;13;17;1
13776;2019-07;2052,48126;11;20;1
13776;2019-08;2133,220897;14;19;1
13776;2019-09;1936,540956;13;17;1
13776;2019-10;2970,371414;15;25;1
13776;2019-11;2014,708625;11;17;1
13776;2019-12;3706,660424;18;29;1
13776;2020-01;1694,473337;11;14;1
13776;2020-02;1646,56412;10;15;1
13776;2020-03;1195,208871;7;11;1
13777;2019-04;141420,11;5519;5519;1
13777;2019-05;223179,9494;7854;7937;1
13777;2019-06;220381,9323;8042;8128;1
13777;2019-07;230163,557;8960;9054;1
13777;2019-08;241630,0222;9150;9195;1
13777;2019-09;31339,39292;1282;1288;1
13778;2019-04;29425,57034;1285;1285;1
13778;2019-05;45979,88562;2041;2043;1
13778;2019-06;47590,7465;2030;2030;1
13778;2019-07;39291,98144;1689;1689;1
13778;2019-08;48668,74538;2067;2067;1
13778;2019-09;47425,05506;1995;1995;1
13778;2019-10;45018,94528;1889;1889;1
13778;2019-11;52687,42701;2091;2091;1
13778;2019-12;56340,33796;2255;2255;1
13778;2020-01;50114,4333;1944;1944;1
13778;2020-02;37345,69359;1452;1452;1
13778;2020-03;32704,59648;1262;1262;1
13778;2020-04;21301,75148;658;658;1
13778;2020-05;30966,94269;1051;1051;1
13778;2020-06;39698,99676;1351;1351;1
13778;2020-07;49583,34707;1693;1693;1
13778;2020-08;57610,8334;1802;1802;1
13778;2020-09;62348,89817;1896;1896;1
13778;2020-10;71409,85939;2266;2266;1
13778;2020-11;61977,54093;2010;2010;1
13778;2020-12;70453,63717;2261;2261;1
13778;2021-01;70842,93363;2316;2316;1
13778;2021-02;71720,23109;2434;2434;1
13778;2021-03;66800,03925;2176;2176;1
13778;2021-04;76187,60042;2310;2310;1
13778;2021-05;90550,23394;2941;2941;1
13778;2021-06;97356,11695;3178;3178;1
13780;2019-04;33892,76088;750;839;1
13780;2019-05;40142,31238;820;931;1
13780;2019-06;31036,99936;648;734;1
13780;2019-07;29265,92916;613;686;1
13780;2019-08;31307,3669;653;741;1
13780;2019-09;66604,0964;1357;1525;1
13780;2019-10;49115,58528;1013;1148;1
13780;2019-11;49758,45356;983;1102;1
13780;2019-12;53362,62807;1079;1201;1
13780;2020-01;30453,33873;651;729;1
13780;2020-02;47306,42482;1009;1129;1
13780;2020-03;39294,92393;801;907;1
13780;2020-04;74940,14689;1486;1632;1
13780;2020-05;40938,06329;737;840;1
13780;2020-06;44680,19164;807;906;1
13780;2020-07;53616,69236;986;1087;1
13780;2020-08;90719,88978;1575;1804;1
13780;2020-09;102409,4902;1765;2030;1
13780;2020-10;109466,0773;1966;2227;1
13780;2020-11;108256,9512;1964;2229;1
13780;2020-12;204597,727;3440;3863;1
13780;2021-01;131802,7722;2402;2717;1
13780;2021-02;110204,6858;2013;2291;1
13780;2021-03;35732,73752;652;750;1
13780;2021-04;1044,155231;16;20;1
13781;2019-04;9235,154466;249;249;1
13781;2019-05;15256,32602;407;407;1
13781;2019-06;12825,93966;310;310;1
13781;2019-07;11826,81456;236;236;1
13781;2019-08;11858,40851;293;293;1
13781;2019-09;11368,37977;279;280;1
13781;2019-10;14691,80677;375;375;1
13781;2019-11;16638,46093;375;375;1
13781;2019-12;14897,75701;368;368;1
13781;2020-01;14955,78307;375;375;1
13781;2020-02;13096,52398;336;336;1
13781;2020-03;6087,952695;166;166;1
13781;2020-04;2185,98941;41;41;1
13781;2020-05;2142,603361;50;50;1
13781;2020-06;2436,293541;52;52;1
13781;2020-07;2658,786102;55;55;1
13781;2020-08;2916,321241;62;62;1
13781;2020-09;2717,74663;52;52;1
13781;2020-10;16485,93116;347;348;1
13781;2020-11;13326,19193;299;299;1
13781;2020-12;11840,83159;266;266;1
13781;2021-01;5502,074159;117;117;1
13781;2021-02;5535,592664;122;122;1
13781;2021-03;1465,113513;28;28;1
13781;2021-04;357,1005601;7;7;1
13781;2021-05;1437,313067;22;22;1
13781;2021-06;11127,9543;226;226;1
13783;2019-04;7525,786269;298;298;1
13783;2019-05;8876,070139;406;406;1
13783;2019-06;7652,677518;317;317;1
13783;2019-07;9582,421806;370;370;1
13783;2019-08;5059,680334;196;196;1
13783;2019-09;2801,099474;114;114;1
13783;2019-11;1982,094545;79;79;1
13783;2019-12;9296,940546;313;313;1
13783;2020-01;10672,78224;350;350;1
13783;2020-02;7777,740917;321;321;1
13783;2020-03;6953,156236;308;308;1
13783;2020-04;1991,394131;72;72;1
13783;2020-05;659,7896013;37;37;1
13783;2020-06;2414,108421;115;115;1
13783;2020-07;3616,416636;167;167;1
13783;2020-08;4292,961526;181;181;1
13783;2020-09;3341,437495;133;133;1
13783;2020-10;3164,264345;114;114;1
13783;2020-11;2159,428032;87;87;1
13783;2020-12;2805,107916;104;104;1
13783;2021-01;870,6336659;46;46;1
13783;2021-02;700,6757127;22;22;1
13783;2021-03;78,56546893;5;5;1
13786;2019-04;18658,7877;835;835;1
13786;2019-05;38315,60151;1818;1818;1
13786;2019-06;39078,07143;1659;1659;1
13786;2019-07;37387,21552;1728;1728;1
13786;2019-08;40069,84778;1841;1841;1
13786;2019-09;28978,02346;1320;1320;1
13786;2019-10;652,950431;34;34;1
13787;2019-04;1613,918714;4;4;1
13787;2019-05;2824,299317;8;8;1
13787;2019-06;11359,86663;28;34;1
13787;2019-07;5233,549226;12;16;1
13787;2020-12;3,652060812;1;1;1
13787;2021-01;567,9611934;1;1;1
13788;2019-04;94464,34737;666;722;1
13788;2019-05;185092,2632;1078;1165;1
13788;2019-06;152571,0368;967;1111;1
13788;2019-07;266056,9023;1584;1749;1
13788;2019-08;253845,7302;1561;1759;1
13788;2019-09;221808,7542;1248;1381;1
13788;2019-10;253247,5232;1404;1681;1
13788;2019-11;209563,9541;1164;1328;1
13788;2019-12;171738,6501;1039;1197;1
13788;2020-01;247235,4174;1542;1770;1
13788;2020-02;287372,1343;1929;2220;1
13788;2020-03;327362,1251;2150;2381;1
13788;2020-04;329895,8263;2303;2487;1
13788;2020-05;352506,2359;2387;2599;1
13788;2020-06;429660,9744;2367;2697;1
13788;2020-07;560067,3873;3147;3492;1
13788;2020-08;489898,5123;3040;3335;1
13788;2020-09;527081,0991;3105;3366;1
13788;2020-10;459779,5944;3030;3210;1
13788;2020-11;427739,4641;2730;2905;1
13788;2020-12;460223,6803;2525;2760;1
13788;2021-01;399158,1294;2383;2690;1
13788;2021-02;355965,4871;2108;2369;1
13788;2021-03;417523,7524;2220;2439;1
13788;2021-04;336539,9949;2364;2438;1
13788;2021-05;441851,1881;2569;2639;1
13788;2021-06;401394,5933;2399;2450;1
13789;2019-04;5183,123334;44;72;1
13789;2019-05;7650,259237;73;101;1
13789;2019-06;12226,74738;110;139;1
13789;2019-07;11336,67962;108;134;1
13789;2019-08;8437,904027;83;123;1
13789;2019-09;8309,572768;75;106;1
13789;2019-10;12114,09311;119;172;1
13789;2019-11;7161,283954;79;79;1
13789;2019-12;14211,96723;119;154;1
13789;2020-01;6757,807836;61;77;1
13789;2020-02;4253,633907;29;29;1
13789;2020-03;3799,551378;35;37;1
13789;2020-04;5084,129126;29;31;1
13789;2020-05;5998,363286;55;72;1
13789;2020-06;5985,363306;61;84;1
13789;2020-07;9017,439117;72;101;1
13789;2020-08;11040,21039;90;134;1
13789;2020-09;14124,68951;92;138;1
13789;2020-10;9460,831958;73;116;1
13789;2020-11;15309,72297;121;158;1
13789;2020-12;9495,706377;83;108;1
13789;2021-01;6750,638595;62;79;1
13789;2021-02;8739,672259;70;101;1
13789;2021-03;6846,405728;50;75;1
13789;2021-04;12642,45338;90;112;1
13789;2021-05;12127,77151;86;121;1
13789;2021-06;4662,885757;35;40;1
13793;2019-03;112951,4447;4199;4199;1
13793;2019-04;126101,6294;4693;4693;1
13793;2019-05;148595,6576;5440;5440;1
13793;2019-06;175881,8431;6180;6180;1
13793;2019-07;157859,887;5427;5427;1
13793;2019-08;159917,2479;5595;5595;1
13793;2019-09;177691,7505;6266;6266;1
13793;2019-10;188490,6656;6728;6731;1
13793;2019-11;185049,1823;6688;6688;1
13793;2019-12;168089,2014;5867;5868;1
13793;2020-01;187518,7426;6514;6516;1
13793;2020-02;172787,5979;6044;6044;1
13793;2020-03;124408,674;4204;4204;1
13793;2020-04;68051,0886;1762;1762;1
13793;2020-05;100723,2183;2808;2808;1
13793;2020-06;125457,968;3763;3763;2
13793;2020-07;138490,8027;4351;4351;2
13793;2020-08;167496,6263;5420;5420;2
13793;2020-09;235031,6787;8410;8410;2
13793;2020-10;234224,2303;8001;8001;2
13793;2020-11;227871,0483;8113;8113;2
13793;2020-12;198266,4086;6413;6413;2
13793;2021-01;170914,7553;5268;5268;2
13793;2021-02;189054,9659;6274;6274;2
13793;2021-03;158013,9417;5185;5185;2
13793;2021-04;154849,5434;4928;4928;2
13793;2021-05;189278,432;6095;6095;2
13793;2021-06;183124,9278;5702;5702;1
13794;2019-04;739,8104791;31;31;1
13794;2019-05;567,3644944;15;17;1
13794;2019-06;283,4396141;6;6;1
13794;2019-07;241,3096792;6;10;1
13794;2019-08;502,3608724;10;10;1
13794;2019-09;1500,134487;37;41;1
13794;2019-10;2548,905174;47;54;1
13794;2019-11;3369,887465;75;84;1
13794;2019-12;3603,079963;92;95;1
13794;2020-01;2546,04872;49;50;1
13794;2020-02;2161,331831;57;60;1
13794;2020-03;3494,722211;89;93;1
13794;2020-04;8091,031932;246;248;1
13794;2020-05;6086,341846;239;242;1
13794;2020-06;6917,261066;227;232;1
13794;2020-07;6843,853515;217;222;1
13794;2020-08;5454,679571;189;189;1
13794;2020-09;4232,45928;151;154;1
13794;2020-10;4864,628879;162;162;1
13794;2020-11;2348,523293;49;51;1
13800;2019-01;21935,30985;1543;1550;1
13800;2019-02;14752,58042;882;899;1
13800;2019-03;23104,13074;1593;1603;1
13800;2019-04;24625,60246;1661;1683;1
13800;2019-05;27576,32931;1883;1900;1
13800;2019-06;32522,23423;2002;2022;1
13800;2019-07;28857,60503;2118;2134;1
13800;2019-08;28145,10781;2195;2202;1
13800;2019-09;27820,32139;2086;2105;1
13800;2019-10;28396,64674;2109;2126;1
13800;2019-11;18903,01811;1512;1523;2
13800;2019-12;14210,52184;907;918;2
13800;2020-01;6531,604166;577;580;2
13800;2020-02;18066,8931;1414;1422;2
13800;2020-03;28591,61831;2086;2097;2
13800;2020-04;27188,98111;2153;2158;3
13800;2020-05;36445,20132;2531;2542;3
13800;2020-06;42031,48914;2572;2580;3
13800;2020-07;39093,23838;2542;2548;4
13800;2020-08;41595,40371;2646;2647;4
13800;2020-09;37220,65693;2440;2448;4
13800;2020-10;48849,60156;2677;2688;4
13800;2020-11;41259,04773;2524;2528;4
13800;2020-12;51126,60794;2841;2845;4
13800;2021-01;40988,89097;2669;2674;4
13800;2021-02;39677,4052;2704;2714;4
13800;2021-03;43685,47263;2914;2922;4
13800;2021-04;44777,46525;3015;3016;4
13800;2021-05;53041,69423;3424;3435;3
13800;2021-06;53344,98459;3482;3490;3
13802;2019-04;35407,78894;340;340;1
13802;2019-05;32011,87018;278;278;1
13802;2019-06;47359,9513;436;436;1
13802;2019-07;107972,8703;852;852;1
13802;2019-08;52101,53965;458;458;1
13802;2019-09;58600,80386;543;543;1
13802;2019-10;97844,86964;900;900;1
13802;2019-11;120307,2786;1175;1175;1
13802;2019-12;122718,1744;1073;1073;1
13802;2020-01;197580,5656;1661;1661;1
13802;2020-02;87482,62024;828;828;1
13802;2020-03;35593,21581;343;343;1
13802;2020-04;6881,957271;68;68;1
13802;2020-05;7757,608984;82;82;1
13802;2020-06;8132,688652;93;93;1
13802;2020-07;21377,57343;220;220;1
13802;2020-08;55784,36362;519;519;1
13802;2020-09;66993,26453;624;624;1
13802;2020-10;53520,0004;496;496;1
13802;2020-11;42699,61718;395;395;1
13802;2020-12;65851,15533;596;596;1
13802;2021-01;68985,55804;594;594;1
13802;2021-02;45962,57551;420;420;1
13802;2021-03;9126,342329;86;86;1
13802;2021-04;30133,91168;244;244;1
13802;2021-05;50551,66127;440;440;1
13802;2021-06;31446,94765;262;262;1
13803;2019-01;65479,83676;444;850;1
13803;2019-02;89843,66501;619;1111;1
13803;2019-03;63778,89153;469;808;1
13803;2019-04;81188,65591;667;1075;1
13803;2019-05;122935,8986;993;1524;1
13803;2019-06;124039,5466;973;1608;1
13803;2019-07;105806,0036;985;1504;1
13803;2019-08;121135,8135;1005;1604;1
13803;2019-09;108040,3378;867;1427;1
13803;2019-10;135161,2377;1070;1740;1
13803;2019-11;119992,8373;986;1527;1
13803;2019-12;156367,3381;1229;1855;1
13803;2020-01;112259,5177;939;1327;1
13803;2020-02;94073,08663;805;1132;1
13803;2020-03;101982,8916;868;1270;1
13803;2020-04;76512,21998;660;959;1
13803;2020-05;95367,64032;891;1196;1
13803;2020-06;115873,4528;1019;1440;1
13803;2020-07;144949,5548;1090;1540;1
13803;2020-08;132964,5931;1082;1422;1
13803;2020-09;145442,2881;1044;1411;1
13803;2020-10;162942,5074;1155;1516;1
13803;2020-11;142125,9365;988;1385;1
13803;2020-12;151543,8966;1250;1726;1
13803;2021-01;117672,4727;1026;1360;1
13803;2021-02;109166,1079;952;1240;1
13803;2021-03;112180,2877;927;1245;1
13803;2021-04;106718,7296;950;1260;1
13803;2021-05;107516,1091;1018;1285;1
13803;2021-06;110391,0506;1106;1421;1
13804;2019-01;5418,070885;162;166;1
13804;2019-02;5915,694371;160;165;1
13804;2019-03;5976,974924;175;178;1
13804;2019-04;5678,391646;173;176;1
13804;2019-05;5107,30445;174;176;1
13804;2019-06;6404,325719;182;184;1
13804;2019-07;6205,385485;178;181;1
13804;2019-08;5449,510943;175;178;1
13804;2019-09;5992,589576;175;177;1
13804;2019-10;5627,619033;189;195;1
13804;2019-11;5430,802542;163;165;1
13804;2019-12;5783,22246;180;182;1
13804;2020-01;4392,961803;130;132;1
13804;2020-02;4613,658255;150;151;1
13804;2020-03;6263,615519;190;194;1
13804;2020-04;4714,695512;148;150;1
13804;2020-05;5861,190345;160;164;1
13804;2020-06;5598,186534;179;180;1
13804;2020-07;7320,507809;187;195;1
13804;2020-08;8461,795956;200;206;1
13804;2020-09;5696,40294;182;183;1
