IDCLIENTE;NOMEFANTASIA;FLSITUACAO;SGUF;IDSEGMENTACAO;IDMOEDA;
13793;Valentin e Associados;HABILITADO;SP;5256;5758;
13794;Assunção Comercial Ltda.;HABILITADO;SP;2319;5758;
13800;Urias Comercial Ltda.;HABILITADO;RJ;5256;5758;
13802;Branco e Filhos;HABILITADO;RJ;5256;5758;
13803;Balestero e Salas Ltda.;HABILITADO;SP;3809;5758;
13804;Gusmão Comercial Ltda.;HABILITADO;SC;2319;5758;
13814;Pena Comercial Ltda.;HABILITADO;SP;1107;5758;
13815;Gusmão Comercial Ltda.;HABILITADO;SC;5919;5758;
13818;Serna e Queirós e Associados;HABILITADO;SC;5919;5758;
13819;Maldonado-Espinoza;HABILITADO;RJ;5256;5758;
13820;Espinoza e Lira;HABILITADO;RJ;5256;5758;
13824;Verdugo e Cruz;HABILITADO;RJ;4474;5758;
13825;Sanches Comercial Ltda.;HABILITADO;PR;1107;5758;
13828;Mascarenhas e Azevedo;HABILITADO;SP;1107;5758;
13830;Toledo e Prado;HABILITADO;RJ;4478;5758;
13831;Pacheco e Associados;HABILITADO;MG;4474;5758;
13832;Mascarenhas S.A.;HABILITADO;MG;5919;5758;
13836;Zamana e das Dores;HABILITADO;MG;3809;5758;
13838;Gonçalves e Branco e Filhos;HABILITADO;SP;3809;5758;
13840;Galindo e Fernandes;HABILITADO;SP;1107;5758;
13845;Padrão-Colaço;HABILITADO;PR;5256;5758;
13846;Meireles Comercial Ltda.;HABILITADO;SC;4474;5758;
13849;Batista S.A.;HABILITADO;SP;7981;5758;
13851;Pontes e Camacho e Filhos;HABILITADO;SP;7736;5758;
13856;Molina Comercial Ltda.;HABILITADO;SC;5256;5758;
13857;Marés e Associados;HABILITADO;SC;5256;5758;
13859;Marés e Leal S.A.;HABILITADO;SP;5256;5758;
13860;Escobar-Tamoio;HABILITADO;PR;1107;5758;
13866;Leal e de Aguiar;HABILITADO;SP;1269;5758;
13867;Serra e Esteves;HABILITADO;SP;7981;5758;
13868;Abreu-Barreto;HABILITADO;RJ;2736;5758;
13873;Benites-Reis;HABILITADO;SP;3809;5758;
13877;Garcia e Filhos;HABILITADO;SP;1269;5758;
13879;Escobar e Verdara e Associados;HABILITADO;SP;4478;5758;
13881;Correia Comercial Ltda.;HABILITADO;PR;2736;5758;
13885;Batista e Filhos;HABILITADO;SP;4478;5758;
13886;Salgado Comercial Ltda.;HABILITADO;SC;8007;5758;
13890;Vega e Pontes S.A.;HABILITADO;RJ;5256;5758;
13892;Mendes e Filhos;HABILITADO;RJ;9470;5758;
13893;Padrão e de Aguiar;HABILITADO;PR;4474;5758;
13894;Valência Comercial Ltda.;HABILITADO;PR;4474;5758;
13895;Soares Ltda.;HABILITADO;SP;5256;5758;
13897;Bonilha e Grego;HABILITADO;MG;5256;5758;
13898;Salas-Romero;HABILITADO;SP;4478;5758;
13899;Vale e Soto;HABILITADO;SP;1107;5758;
13900;Fonseca-Paes;HABILITADO;MG;4478;5758;
13902;Lutero Comercial Ltda.;HABILITADO;MG;5256;5758;
13905;Quintana Comercial Ltda.;HABILITADO;SC;2736;5758;
13908;Garcia e Serna S.A.;HABILITADO;RJ;5256;5758;
13914;Sanches e Matos e Associados;HABILITADO;PE;5256;5758;
13917;Franco e Filhos;HABILITADO;RJ;4474;5758;
13930;Zambrano e das Dores e Associados;HABILITADO;SP;1107;5758;
13931;Medina e Filhos;HABILITADO;SP;1107;5758;
13932;Rivera e Rangel;HABILITADO;RJ;5256;5758;
13937;Cervantes e Ferraz e Filhos;HABILITADO;SP;5256;5758;
13945;Gomes e Ferminiano e Associados;HABILITADO;PR;5256;5758;
13954;Sepúlveda Comercial Ltda.;HABILITADO;PR;1107;5758;
13957;Barros-de Aguiar;HABILITADO;PR;5256;5758;
13959;Domingues-Vale;HABILITADO;SP;2736;5758;
13960;Mendes Ltda.;HABILITADO;RJ;5256;5758;
13967;Marin e Estrada e Filhos;HABILITADO;SC;2736;5758;
13969;da Cruz e Barreto e Filhos;HABILITADO;MG;2319;5758;
13971;Delatorre-Prado;HABILITADO;RJ;5256;5758;
13973;Marinho S.A.;HABILITADO;SP;7183;5758;
13975;Maldonado Comercial Ltda.;HABILITADO;MG;7230;5758;
13985;Ávila Ltda.;HABILITADO;SP;5256;5758;
13987;Carrara-Casanova;HABILITADO;SP;4478;5758;
13988;Correia e Filhos;HABILITADO;RJ;3809;5758;
13990;Jimenes e Leal e Associados;HABILITADO;SC;5256;5758;
13991;Madeira e Associados;HABILITADO;SC;5256;5758;
13992;Roque e Jimenes e Filhos;HABILITADO;RJ;4478;5758;
13995;Paz-da Rosa;HABILITADO;SC;5256;5758;
13998;Vieira e de Aguiar;HABILITADO;SC;7736;5758;
14002;Marques e Balestero;HABILITADO;SC;3298;5758;
14003;Fontes e de Oliveira Ltda.;HABILITADO;SP;2736;5758;
14004;Garcia Comercial Ltda.;HABILITADO;SC;5256;5758;
14008;Escobar Comercial Ltda.;HABILITADO;SP;5256;5758;
14009;Lira e Associados;HABILITADO;SP;5256;5758;
14015;de Oliveira Comercial Ltda.;HABILITADO;RJ;2319;5758;
14016;Solano e Corona;HABILITADO;SC;4474;5758;
14017;Lozano S.A.;HABILITADO;SC;1107;5758;
14021;Toledo e Galhardo;HABILITADO;SC;2319;5758;
14025;Espinoza Comercial Ltda.;HABILITADO;PR;2319;5758;
14026;Maia-Lira;HABILITADO;PR;5256;5758;
14028;Cervantes e da Silva;HABILITADO;PR;5256;5758;
14031;Santiago Ltda.;HABILITADO;SP;4478;5758;
14032;Torres Comercial Ltda.;HABILITADO;SP;5256;5758;
14034;Escobar e Associados;HABILITADO;SP;5256;5758;
14035;Rico e Marinho e Associados;HABILITADO;MG;5256;5758;
14044;de Aguiar-Rios;HABILITADO;PR;7981;5758;
14051;Galindo e Associados;HABILITADO;SC;5256;5758;
14053;Balestero e Quintana;HABILITADO;SP;7736;5758;
14058;Queirós-Galindo;HABILITADO;SP;5256;5758;
14060;Marés-Sanches;HABILITADO;PR;3897;5758;
14066;Santacruz e Associados;HABILITADO;SC;5587;5758;
14072;Faro Comercial Ltda.;HABILITADO;SC;2319;5758;
14084;Teles S.A.;HABILITADO;SC;5256;5758;
14086;Pedrosa e Prado;HABILITADO;SP;7230;5758;
14089;Serra Ltda.;HABILITADO;SP;4478;5758;
14098;Duarte e Quintana;HABILITADO;SP;5919;5758;
14099;Ávila e Filhos;HABILITADO;SP;7981;5758;
14101;Galhardo-Burgos;HABILITADO;SP;5256;5758;
14103;Carmona e Pedrosa e Filhos;HABILITADO;SP;5587;5758;
14105;D'ávila e Rangel e Associados;HABILITADO;SP;1639;5758;
14109;Gil e Guerra Ltda.;HABILITADO;SP;4474;5758;
14112;Carmona Comercial Ltda.;HABILITADO;PE;4474;5758;
14114;Casanova e Queirós;HABILITADO;PE;1107;5758;
14115;Vega Comercial Ltda.;HABILITADO;SC;5256;5758;
14117;Ferreira e Chaves e Associados;HABILITADO;SP;2736;5758;
14118;Franco Comercial Ltda.;HABILITADO;PR;5919;5758;
14121;Matos Comercial Ltda.;HABILITADO;RJ;3809;5758;
14128;Dominato e Ávila;HABILITADO;SP;1107;5758;
14130;Franco e Ortiz;HABILITADO;SP;7981;5758;
14134;Salazar Comercial Ltda.;HABILITADO;SP;2324;5758;
14137;Dominato S.A.;HABILITADO;PR;3298;5758;
14138;Valência Comercial Ltda.;HABILITADO;RS;4478;5758;
14139;Bonilha Comercial Ltda.;HABILITADO;SP;5256;5758;
14141;Roque Ltda.;HABILITADO;SP;4478;5758;
14152;Ferreira-Matos;HABILITADO;CE;1107;5758;
14153;Cordeiro e Galhardo Ltda.;HABILITADO;SP;7981;5758;
14155;Esteves Ltda.;HABILITADO;PE;5256;5758;
14161;Delvalle-Delgado;HABILITADO;BA;8211;5758;
14162;das Dores e Rosa;HABILITADO;RJ;9122;5758;
14165;Cervantes e da Rosa;HABILITADO;SP;1107;5758;
14168;Ávila e Associados;HABILITADO;SP;5256;5758;
14172;Bezerra e Jimenes e Filhos;HABILITADO;SP;1107;5758;
14178;Santacruz e Santacruz S.A.;HABILITADO;SP;4478;5758;
14179;Pereira e Cortês;HABILITADO;MG;2736;5758;
14182;Azevedo Ltda.;HABILITADO;SC;5256;5758;
14183;Ramos Comercial Ltda.;HABILITADO;MG;5256;5758;
14187;Verdara e Matias e Filhos;HABILITADO;MG;5256;5758;
14189;Matos e Pena e Filhos;HABILITADO;SC;9470;5758;
14191;Corona-Gusmão;HABILITADO;SP;4474;5758;
14195;Dias e Padilha Ltda.;HABILITADO;SP;5256;5758;
14198;Santacruz e Meireles;HABILITADO;PE;4474;5758;
14200;Lira e Medina e Associados;HABILITADO;SP;1639;5758;
14202;Velasques e Paz Ltda.;HABILITADO;PE;8211;5758;
14203;Salgado e Abreu e Filhos;HABILITADO;RJ;4478;5758;
14204;Maia e Gil;HABILITADO;RJ;5256;5758;
14206;Barreto-Pena;HABILITADO;SC;3809;5758;
14213;Ramos Comercial Ltda.;HABILITADO;SP;5256;5758;
14216;Caldeira e Filhos;HABILITADO;SP;1107;5758;
14220;Tamoio e Mendes;HABILITADO;RJ;4478;5758;
14223;Delgado Comercial Ltda.;HABILITADO;PE;5256;5758;
14224;Rodrigues Ltda.;HABILITADO;SP;1639;5758;
14225;Gonçalves e Sandoval Ltda.;HABILITADO;RJ;5256;5758;
14230;Bonilha e Gomes;HABILITADO;RJ;7230;5758;
14237;Ferreira e Gomes;HABILITADO;SP;3298;5758;
14240;Maldonado e Zaragoça;HABILITADO;SP;5256;5758;
14241;Fonseca e Associados;HABILITADO;SP;4478;5758;
14244;Soto e Verdara S.A.;HABILITADO;RJ;5256;5758;
14245;Salgado-Ramires;HABILITADO;RJ;5256;5758;
14249;Ortega e Filhos;HABILITADO;RJ;2736;5758;
14250;Ramires e Fontes S.A.;HABILITADO;RJ;5256;5758;
14251;Zambrano-Delvalle;HABILITADO;SP;4474;5758;
14257;Carrara e Delgado;HABILITADO;SP;5256;5758;
14261;Rezende e Rico;HABILITADO;SP;5256;5758;
14266;Marés e Associados;HABILITADO;SP;5919;5758;
14267;Assunção Comercial Ltda.;HABILITADO;RJ;3897;5758;
14273;Pontes e Ferminiano Ltda.;HABILITADO;RJ;4478;5758;
14274;Perez e Toledo;HABILITADO;PR;5256;5758;
14277;Sepúlveda e Barreto;HABILITADO;SC;4478;5758;
14279;Lutero-Saraiva;HABILITADO;SP;1107;5758;
14281;Fidalgo e da Cruz e Associados;HABILITADO;SC;1639;5758;
14282;Barros-Lovato;HABILITADO;RJ;5256;5758;
14285;D'ávila-Santana;HABILITADO;SP;1107;5758;
14286;Padilha Comercial Ltda.;HABILITADO;SP;4474;5758;
14289;Urias e Flores;HABILITADO;PE;3298;5758;
14291;Quintana-Saraiva;HABILITADO;SP;8211;5758;
14293;Santana-Galindo;HABILITADO;SP;5256;5758;
14295;Romero Comercial Ltda.;HABILITADO;SC;8007;5758;
14297;D'ávila e Filhos;HABILITADO;SC;4478;5758;
14298;Bittencourt Comercial Ltda.;HABILITADO;SP;4478;5758;
14301;Gusmão-Paz;HABILITADO;SP;5256;5758;
14303;Brito e Associados;HABILITADO;SP;5256;5758;
14304;Meireles e Gonçalves S.A.;HABILITADO;SC;4474;5758;
14306;Galhardo Comercial Ltda.;HABILITADO;SP;2736;5758;
14308;Ramos e Assunção;HABILITADO;SP;5256;5758;
14309;Leal-Ferreira;HABILITADO;SC;5256;5758;
14311;Mascarenhas e Rangel;HABILITADO;SC;2736;5758;
14313;Galindo Comercial Ltda.;HABILITADO;SC;2319;5758;
14314;Faro e Marés e Filhos;HABILITADO;SP;5256;5758;
14315;de Oliveira Comercial Ltda.;HABILITADO;SP;3809;5758;
14318;Guerra Comercial Ltda.;HABILITADO;SC;8211;5758;
14320;Madeira e Filhos;HABILITADO;SC;9122;5758;
14323;Neves Comercial Ltda.;HABILITADO;SP;4478;5758;
14328;Pacheco e Molina e Filhos;HABILITADO;SP;1107;5758;
14329;Salazar Comercial Ltda.;HABILITADO;SP;5256;5758;
14330;Ávila e Ferraz Ltda.;HABILITADO;SC;5256;5758;
14334;Casanova-Santacruz;HABILITADO;SC;7183;5758;
14336;Uchoa-Teles;HABILITADO;SP;5256;5758;
14337;Marinho e Cervantes e Filhos;HABILITADO;SP;5256;5758;
14340;Sales e Neves;HABILITADO;SP;4474;5758;
14344;Franco-Galhardo;HABILITADO;RJ;5256;5758;
14348;Vega-Marinho;HABILITADO;SP;8211;5758;
14350;Garcia e Associados;HABILITADO;SC;2319;5758;
14357;Rezende S.A.;HABILITADO;RJ;5256;5758;
14358;Paz e Madeira;HABILITADO;SC;3897;5758;
14359;de Aguiar e Filhos;HABILITADO;SC;5919;5758;
14362;Solano-Ortega;HABILITADO;SP;5226;5758;
14371;Campos e Filhos;HABILITADO;SC;5256;5758;
14372;Quintana S.A.;HABILITADO;PR;5919;5758;
14375;Santana S.A.;HABILITADO;PR;8211;5758;
14380;da Rosa Comercial Ltda.;HABILITADO;GO;5256;5758;
14381;Cruz S.A.;HABILITADO;SP;8211;5758;
14382;Guerra Comercial Ltda.;HABILITADO;PR;7736;5758;
14383;da Rosa Ltda.;HABILITADO;SC;5256;5758;
14384;Salgado e Grego;HABILITADO;SP;7981;5758;
14385;Godói e Garcia e Filhos;HABILITADO;PR;5256;5758;
14387;Burgos e Barreto Ltda.;HABILITADO;MG;2736;5758;
14388;Faro Comercial Ltda.;HABILITADO;SP;1107;5758;
14390;Serra e Estrada;HABILITADO;SP;5919;5758;
14398;Valentin-Sepúlveda;HABILITADO;SP;5256;5758;
14399;Sanches Ltda.;HABILITADO;RJ;5919;5758;
14403;Toledo e Serrano;HABILITADO;MG;5256;5758;
14406;Guerra e Marinho Ltda.;HABILITADO;PR;1107;5758;
14407;Fernandes e Associados;HABILITADO;SP;4474;5758;
14412;da Cruz e Barros;HABILITADO;SP;5919;5758;
14415;de Oliveira e Associados;HABILITADO;RJ;3809;5758;
14422;Carrara S.A.;HABILITADO;MG;5256;5758;
14424;Meireles e Fidalgo Ltda.;HABILITADO;MG;5226;5758;
14425;Grego e Lovato e Filhos;HABILITADO;SC;2319;5758;
14430;Montenegro e Filhos;HABILITADO;SC;4474;5758;
14431;Maia-Beltrão;HABILITADO;SP;5256;5758;
14433;Rosa-Queirós;HABILITADO;SP;4478;5758;
14435;Montenegro Comercial Ltda.;HABILITADO;MG;5256;5758;
14436;Queirós-Paes;HABILITADO;SC;8211;5758;
14437;Matias-de Oliveira;HABILITADO;PR;5256;5758;
14438;Reis e Salas Ltda.;HABILITADO;SP;2319;5758;
1444;Sandoval-Zambrano;HABILITADO;SP;2543;5758;
14442;Marinho e Caldeira S.A.;HABILITADO;SC;5256;5758;
14445;Santiago Comercial Ltda.;HABILITADO;RS;4478;5758;
14446;Perez-Ávila;HABILITADO;PB;4474;5758;
14449;Gil Ltda.;HABILITADO;SP;5256;5758;
14450;Romero e Filhos;HABILITADO;SP;2736;5758;
14451;Uchoa Ltda.;HABILITADO;RJ;5256;5758;
14455;Duarte e Lozano e Filhos;HABILITADO;SC;8211;5758;
14462;Vale e Pena;HABILITADO;SP;9274;5758;
14463;das Dores Comercial Ltda.;HABILITADO;SP;7981;5758;
14464;Verdara-Bezerra;HABILITADO;SP;9122;5758;
14468;Galhardo e Jimenes e Associados;HABILITADO;SP;8211;5758;
14469;Torres Comercial Ltda.;HABILITADO;SP;8211;5758;
14470;Vasques Comercial Ltda.;HABILITADO;SC;5256;5758;
14471;de Souza-Batista;HABILITADO;PR;4478;5758;
14472;Soares-Burgos;HABILITADO;SP;5256;5758;
14473;Dominato e Fontes e Filhos;HABILITADO;SP;5256;5758;
14475;Fontes Comercial Ltda.;HABILITADO;SP;1269;5758;
14478;Balestero Comercial Ltda.;HABILITADO;PR;5256;5758;
14481;Zamana S.A.;HABILITADO;SP;1107;5758;
14482;Urias e Padilha S.A.;HABILITADO;MG;5256;5758;
14484;Cortês e Cortês;HABILITADO;RJ;5256;5758;
14491;Delvalle e Filhos;HABILITADO;SP;4478;5758;
14494;Urias e da Cruz;HABILITADO;PE;2319;5758;
14496;Serrano Ltda.;HABILITADO;RJ;2736;5758;
14499;Rios e Ramos e Filhos;HABILITADO;SP;5256;5758;
14504;Flores Ltda.;HABILITADO;SP;4478;5758;
14505;Faro e Jimenes;HABILITADO;SP;5256;5758;
14509;Lovato e Cordeiro;HABILITADO;RJ;5256;5758;
14516;Ferreira e Filhos;HABILITADO;SP;8211;5758;
14518;Marinho e Martines S.A.;HABILITADO;SP;5256;5758;
14519;Sanches-Rosa;HABILITADO;SP;4478;5758;
14521;Lutero-Serrano;HABILITADO;RJ;5256;5758;
14523;Rivera e Associados;HABILITADO;SP;5256;5758;
14525;Torres Comercial Ltda.;HABILITADO;MG;4474;5758;
14528;Bonilha S.A.;HABILITADO;RJ;5256;5758;
14532;Paz e Queirós e Associados;HABILITADO;PB;8007;5758;
14533;Gil Comercial Ltda.;HABILITADO;MG;9470;5758;
14535;das Dores e Bonilha Ltda.;HABILITADO;SC;5256;5758;
14541;Santiago e Ortiz;HABILITADO;MG;2319;5758;
14544;Perez Comercial Ltda.;HABILITADO;MG;5919;5758;
14546;Pacheco e Oliveira;HABILITADO;SP;5256;5758;
14547;Lozano-Lira;HABILITADO;PR;5256;5758;
14551;Tamoio Comercial Ltda.;HABILITADO;SP;2736;5758;
14553;Fonseca e Serrano e Filhos;HABILITADO;GO;5256;5758;
14554;Rios S.A.;HABILITADO;SC;8211;5758;
14555;Faria-Toledo;HABILITADO;MS;5256;5758;
14557;Correia e Correia e Filhos;HABILITADO;GO;5256;5758;
14558;Quintana e Serna;HABILITADO;GO;5256;5758;
14559;Rivera Ltda.;HABILITADO;MG;5256;5758;
14560;Dias e Serna e Associados;HABILITADO;SC;1107;5758;
14561;Valentin-Matos;HABILITADO;MT;5256;5758;
14562;Delatorre e Tamoio;HABILITADO;SP;2319;5758;
14563;Sandoval Comercial Ltda.;HABILITADO;PR;5256;5758;
14568;Pena-Queirós;HABILITADO;MG;5256;5758;
14570;Rivera Comercial Ltda.;HABILITADO;SP;1235;5758;
14571;Brito Ltda.;HABILITADO;SC;2736;5758;
14572;Sanches e Marés;HABILITADO;SP;3298;5758;
14573;Tamoio e Mendes S.A.;HABILITADO;SP;8211;5758;
14575;Casanova-Mascarenhas;HABILITADO;SP;5256;5758;
14576;Galvão S.A.;HABILITADO;SP;5256;5758;
14587;Gomes e Romero;HABILITADO;SP;8211;5758;
14594;Grego e Verdara;HABILITADO;SP;3809;5758;
14595;Mascarenhas e Associados;HABILITADO;SP;5256;5758;
14596;Domingues e Maldonado;HABILITADO;SP;9795;5758;
14598;Rangel-Neves;HABILITADO;SP;8007;5758;
14601;Godói-Maia;HABILITADO;SP;5256;5758;
14602;Branco Ltda.;HABILITADO;SP;2736;5758;
14603;Torres e Molina e Associados;HABILITADO;SP;5256;5758;
14605;Sanches e Correia e Filhos;HABILITADO;SP;4478;5758;
14612;Soto Comercial Ltda.;HABILITADO;SP;8211;5758;
14617;Grego e Sanches e Filhos;HABILITADO;SP;3809;5758;
14618;Cruz e Carmona e Associados;HABILITADO;SP;3809;5758;
14620;Saraiva e das Dores Ltda.;HABILITADO;SP;5256;5758;
14621;Padrão-Soares;HABILITADO;SP;2319;5758;
14624;Aranda e Vega e Associados;HABILITADO;SP;5930;5758;
14627;Ferminiano-Santana;HABILITADO;SP;5256;5758;
14628;Balestero Comercial Ltda.;HABILITADO;SC;8211;5758;
14630;Verdugo e Rezende;HABILITADO;SC;2324;5758;
14634;Mendes S.A.;HABILITADO;PR;8211;5758;
14635;Lozano e Filhos;HABILITADO;SP;3809;5758;
14639;D'ávila e Vieira;HABILITADO;SP;5256;5758;
1464;Serra-Solano;HABILITADO;SP;9274;5758;
14643;Verdara Ltda.;HABILITADO;SP;5919;5758;
14645;Carmona Ltda.;HABILITADO;RJ;4478;5758;
14646;Marin e Padrão;HABILITADO;MA;8211;5758;
14648;Ferminiano Ltda.;HABILITADO;SP;7788;5758;
14649;Dias e Verdugo S.A.;HABILITADO;SP;5256;5758;
1465;Leal-Mendes;HABILITADO;SP;9417;5758;
14653;Ramos e Ferreira e Filhos;HABILITADO;SP;5256;5758;
1466;Soto-Pacheco;HABILITADO;MG;1639;5758;
14664;Chaves e Fernandes;HABILITADO;SP;5256;5758;
14666;Madeira e Meireles;HABILITADO;SP;4474;5758;
14669;Teles S.A.;HABILITADO;PE;5256;5758;
1467;Meireles e Filhos;HABILITADO;SP;7230;5758;
14670;Guerra e Galhardo Ltda.;HABILITADO;SP;8211;5758;
14673;Valdez e Caldeira e Filhos;HABILITADO;SP;1107;5758;
14676;Molina Ltda.;HABILITADO;RJ;2736;5758;
14678;Rios e Pedrosa Ltda.;HABILITADO;SP;3897;5758;
14680;Sanches e Santiago;HABILITADO;RS;5587;5758;
14683;Fernandes e das Dores S.A.;HABILITADO;SP;9122;5758;
14684;Ferreira-Lozano;HABILITADO;SP;5256;5758;
14685;Saraiva-Montenegro;HABILITADO;SP;5256;5758;
14687;Garcia e Prado Ltda.;HABILITADO;SP;5256;5758;
14693;Delatorre Comercial Ltda.;HABILITADO;SP;5256;5758;
14697;Pedrosa e Matias;HABILITADO;SP;5256;5758;
14699;Pacheco Comercial Ltda.;HABILITADO;SP;5256;5758;
14703;Rivera Ltda.;HABILITADO;SP;5919;5758;
14705;Teles Comercial Ltda.;HABILITADO;SP;4478;5758;
14706;Aranda-Gonçalves;HABILITADO;SP;2736;5758;
14709;Gusmão e Lozano;HABILITADO;SP;5256;5758;
14712;Duarte Comercial Ltda.;HABILITADO;DF;5587;5758;
14715;Meireles Comercial Ltda.;HABILITADO;BA;5256;5758;
14718;Domingues S.A.;HABILITADO;SP;4474;5758;
14727;Torres S.A.;HABILITADO;SP;1107;5758;
14729;Mendonça e Lira;HABILITADO;SP;2736;5758;
14731;Ortega e Burgos;HABILITADO;SP;5256;5758;
14734;das Dores Comercial Ltda.;HABILITADO;SP;5919;5758;
14737;Torres Comercial Ltda.;HABILITADO;MG;1107;5758;
14739;Rios e Grego e Associados;HABILITADO;SP;5256;5758;
14740;Valência e Delvalle;HABILITADO;SP;5256;5758;
14743;Fonseca e Torres e Filhos;HABILITADO;SP;4474;5758;
14744;Delgado Ltda.;HABILITADO;SP;5256;5758;
14756;Colaço Comercial Ltda.;HABILITADO;SP;2736;5758;
14758;Furtado Comercial Ltda.;HABILITADO;SP;4474;5758;
14759;Lovato e Martines;HABILITADO;RJ;5256;5758;
14762;Romero-Santacruz;HABILITADO;SP;5256;5758;
14763;Camacho Comercial Ltda.;HABILITADO;RJ;5256;5758;
14765;Ferminiano e Gonçalves e Associados;HABILITADO;PR;5256;5758;
14766;Delgado-Jimenes;HABILITADO;TO;5919;5758;
14768;Ortiz e Filhos;HABILITADO;PR;5919;5758;
14775;Dias Comercial Ltda.;HABILITADO;SP;5256;5758;
14779;Fontes e Ferminiano;HABILITADO;SC;1107;5758;
14780;Cortês-Fontes;HABILITADO;RJ;7736;5758;
14782;Santacruz e Molina Ltda.;HABILITADO;PR;2736;5758;
14787;Sanches Comercial Ltda.;HABILITADO;PE;1401;5758;
14789;Quintana S.A.;HABILITADO;PR;4474;5758;
14797;Barreto-Ortiz;HABILITADO;SP;4474;5758;
14799;Rocha e Associados;HABILITADO;SP;5256;5758;
14801;Velasques S.A.;HABILITADO;PA;5256;5758;
14807;Santiago Comercial Ltda.;HABILITADO;PE;3809;5758;
14809;Salgado-Pereira;HABILITADO;PE;5256;5758;
14810;Fonseca-Beltrão;HABILITADO;SP;3809;5758;
14811;Godói Comercial Ltda.;HABILITADO;SP;4478;5758;
14817;Fonseca e Rocha;HABILITADO;SP;4478;5758;
14818;Santacruz Ltda.;HABILITADO;SP;2319;5758;
14821;Tamoio S.A.;HABILITADO;RJ;7736;5758;
14824;Colaço-Saraiva;HABILITADO;SP;3897;5758;
14825;Vieira e Santana e Filhos;HABILITADO;SP;7788;5758;
14828;Grego-Barreto;HABILITADO;SP;5226;5758;
14829;Teles-Domingues;HABILITADO;SP;5256;5758;
14831;Sanches e Galindo e Associados;HABILITADO;SP;3298;5758;
14832;Serna e Ortega;HABILITADO;SP;5256;5758;
14833;Rico Comercial Ltda.;HABILITADO;SP;7736;5758;
14835;Aragão e Gonçalves;HABILITADO;RJ;4478;5758;
14836;Soares-Zaragoça;HABILITADO;SP;4474;5758;
14837;Ortiz e Ortiz e Filhos;HABILITADO;SP;5256;5758;
14838;Gonçalves e Rios;HABILITADO;SP;2319;5758;
14839;Casanova e Roque S.A.;HABILITADO;PR;2319;5758;
14844;Azevedo-Delatorre;HABILITADO;PR;4478;5758;
14848;Teles e Rios e Filhos;HABILITADO;PR;1639;5758;
14850;Leon Comercial Ltda.;HABILITADO;PR;5256;5758;
14851;Vale e Associados;HABILITADO;PR;4478;5758;
14853;Rocha-Jimenes;HABILITADO;SP;2324;5758;
14860;Cordeiro S.A.;HABILITADO;PR;4478;5758;
14861;Lozano Comercial Ltda.;HABILITADO;MS;5919;5758;
14862;Correia e Serna Ltda.;HABILITADO;RJ;7788;5758;
14867;Sales e Benites;HABILITADO;PR;7981;5758;
14868;Galindo-Gonçalves;HABILITADO;PR;5256;5758;
14872;das Dores e Fidalgo Ltda.;HABILITADO;PR;2736;5758;
14875;Carrara e Uchoa S.A.;HABILITADO;PR;2319;5758;
14876;da Silva e Rangel e Filhos;HABILITADO;PR;1639;5758;
14877;Vila e Rosa;HABILITADO;PR;5256;5758;
14883;Rios S.A.;HABILITADO;RJ;1107;5758;
14887;Velasques Ltda.;HABILITADO;SP;4478;5758;
14893;Fidalgo e Verdugo;HABILITADO;PR;5256;5758;
14895;Meireles Comercial Ltda.;HABILITADO;SP;7183;5758;
14898;Torres-Caldeira;HABILITADO;SP;5256;5758;
14900;Prado Comercial Ltda.;HABILITADO;SP;2736;5758;
14904;Matos-Faria;HABILITADO;SP;5256;5758;
14905;Santana Comercial Ltda.;HABILITADO;PR;4474;5758;
14906;Lovato Comercial Ltda.;HABILITADO;PR;5256;5758;
14907;Cordeiro e Delvalle;HABILITADO;SP;1107;5758;
14908;Caldeira-Mendonça;HABILITADO;AM;5256;5758;
14912;Mascarenhas e Galvão;HABILITADO;SC;5256;5758;
14913;Dominato-Cortês;HABILITADO;PR;5256;5758;
14914;Queirós e Filhos;HABILITADO;SP;1107;5758;
14915;Meireles S.A.;HABILITADO;SP;1107;5758;
14916;Velasques-Casanova;HABILITADO;SP;4478;5758;
14920;Zaragoça S.A.;HABILITADO;SP;9122;5758;
14928;Cordeiro-da Rosa;HABILITADO;SP;1107;5758;
14929;Ramos Ltda.;HABILITADO;SP;7736;5758;
14930;Casanova Comercial Ltda.;HABILITADO;PR;5256;5758;
14933;Madeira e da Rosa e Filhos;HABILITADO;SP;5256;5758;
14935;Faria-Rezende;HABILITADO;SP;5919;5758;
14936;Rezende e Uchoa;HABILITADO;ES;5256;5758;
14939;Martines e Fontes;HABILITADO;RS;3897;5758;
14940;Madeira-Franco;HABILITADO;SP;5256;5758;
14943;Furtado Comercial Ltda.;HABILITADO;SP;3809;5758;
14945;Bezerra e Marques S.A.;HABILITADO;CE;7230;5758;
14946;Gomes Comercial Ltda.;HABILITADO;SP;1107;5758;
14947;Soares Comercial Ltda.;HABILITADO;CE;3809;5758;
14949;Chaves Comercial Ltda.;HABILITADO;SP;2319;5758;
14952;Aranda e Estrada;HABILITADO;SC;5256;5758;
14953;Vega-Dominato;HABILITADO;PR;1107;5758;
14956;de Aguiar e Filhos;HABILITADO;SP;5256;5758;
14957;Rocha e Flores S.A.;HABILITADO;SP;7736;5758;
14959;Pedrosa-Marés;HABILITADO;RJ;2736;5758;
